run_id,fold_id,feature_name,importance_gain,importance_split
20260119_024933,1,BURO_STATUS_X_MEAN_MEAN,1437.6361985206604,131
20260119_024933,1,BURO_STATUS_nan_MEAN_MEAN,0.0,0
20260119_024933,1,ACTIVE_DAYS_CREDIT_MIN,2786.380105495453,261
20260119_024933,1,ACTIVE_DAYS_CREDIT_MAX,9410.29485464096,592
20260119_024933,1,ACTIVE_DAYS_CREDIT_MEAN,4297.9963665008545,348
20260119_024933,1,ACTIVE_DAYS_CREDIT_VAR,3612.0135955810547,318
20260119_024933,1,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,6996.036552429199,570
20260119_024933,1,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,4874.675340652466,385
20260119_024933,1,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,4733.492407798767,354
20260119_024933,1,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,5046.549048900604,456
20260119_024933,1,ACTIVE_CREDIT_DAY_OVERDUE_MAX,0.0,0
20260119_024933,1,ACTIVE_CREDIT_DAY_OVERDUE_MEAN,24.538609981536865,4
20260119_024933,1,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,4305.141402244568,310
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_MAX,3500.0581560134888,298
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_MEAN,3339.999756336212,282
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_SUM,4665.633462429047,369
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,3168.9556818008423,244
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,4990.7289872169495,398
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,3437.98700094223,287
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,548.2031421661377,26
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,2595.8704776763916,220
20260119_024933,1,ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,1063.9077591896057,86
20260119_024933,1,ACTIVE_AMT_ANNUITY_MAX,743.8907208442688,70
20260119_024933,1,ACTIVE_AMT_ANNUITY_MEAN,797.6488585472107,73
20260119_024933,1,ACTIVE_CNT_CREDIT_PROLONG_SUM,0.0,0
20260119_024933,1,ACTIVE_MONTHS_BALANCE_MIN_MIN,664.7230892181396,61
20260119_024933,1,ACTIVE_MONTHS_BALANCE_MAX_MAX,192.31575918197632,23
20260119_024933,1,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,1644.9490900039673,143
20260119_024933,1,ACTIVE_MONTHS_BALANCE_SIZE_SUM,915.3575129508972,80
20260119_024933,1,CLOSED_DAYS_CREDIT_MIN,2529.492627620697,206
20260119_024933,1,CLOSED_DAYS_CREDIT_MAX,5517.313259124756,474
20260119_024933,1,CLOSED_DAYS_CREDIT_MEAN,2926.511458873749,247
20260119_024933,1,CLOSED_DAYS_CREDIT_VAR,4488.811926841736,367
20260119_024933,1,CLOSED_DAYS_CREDIT_ENDDATE_MIN,2311.171848297119,211
20260119_024933,1,CLOSED_DAYS_CREDIT_ENDDATE_MAX,5447.622019767761,452
20260119_024933,1,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,2654.3185324668884,234
20260119_024933,1,CLOSED_DAYS_CREDIT_UPDATE_MEAN,3502.2229413986206,322
20260119_024933,1,CLOSED_CREDIT_DAY_OVERDUE_MAX,0.0,0
20260119_024933,1,CLOSED_CREDIT_DAY_OVERDUE_MEAN,0.0,0
20260119_024933,1,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,2494.663041114807,219
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_MAX,4503.501530170441,313
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_MEAN,4397.502719402313,355
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_SUM,4670.281890869141,367
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_DEBT_MAX,350.39412450790405,25
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,178.56321239471436,13
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,143.66832971572876,13
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0,0
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,354.43837881088257,30
20260119_024933,1,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,13.968500137329102,1
20260119_024933,1,CLOSED_AMT_ANNUITY_MAX,859.0988693237305,80
20260119_024933,1,CLOSED_AMT_ANNUITY_MEAN,773.5121355056763,68
